16.420540,27.077420
15.658963,27.397710
18.362369,26.162088
22.858373,25.865111
17.070713,31.331159
27.366096,25.686236
16.347658,32.306377
16.895485,28.882761
20.607451,27.212608
16.399441,28.732480
23.061085,25.143346
19.303653,27.542298
15.891491,38.555029
15.089549,35.229810
17.822590,27.076593
22.781356,25.773174
18.475903,27.256711
23.146421,26.226321
24.264252,10.986228
23.317571,27.286320
18.260757,26.229815
19.036877,27.183196
24.336293,10.215157
22.246710,26.341642
23.209269,26.548898
22.483329,27.147104
24.317707,10.511168
23.859085,25.828508
16.581231,27.269644
16.889369,31.685444
