15.975313,32.989159
35.525486,38.228801
15.249880,36.090442
17.078803,32.887418
14.229227,29.371109
19.640804,41.222259
35.345920,20.799775
13.709237,34.126664
13.418727,33.106554
16.584165,28.772946
24.894210,40.567194
15.826310,34.950184
38.826155,19.593740
35.390878,13.122093
13.276524,29.654117
15.992335,36.631518
11.846878,31.563694
14.369984,34.817911
32.864997,35.330295
13.733086,30.972022
13.053383,38.616429
13.065257,34.191886
36.444417,35.621774
17.019396,30.674161
12.935586,36.543248
11.898482,29.489831
39.980953,16.330416
11.688030,33.898434
14.747172,34.316566
12.008398,28.391157
