19.474270,9.530337
21.705264,8.889783
17.996776,10.765480
15.684932,10.915615
19.844538,10.785726
20.275881,9.461951
14.445744,10.425492
17.642248,11.376503
19.083887,11.122739
16.123283,11.788181
20.372305,9.983804
21.471595,9.567426
25.933343,13.988713
20.640402,10.972397
18.800861,11.557026
20.565914,10.649799
21.340403,9.266768
18.888377,9.571438
16.852140,10.129340
18.055080,9.862212
20.780174,11.500703
19.527064,10.415732
19.672739,9.963517
17.110275,10.234806
13.209985,9.656332
20.220263,9.605027
19.477813,10.626143
19.865265,9.783098
17.095543,10.677580
19.888466,9.467652
